case_number,source,case_status,soc_code,soc_title,job_title,workers_requested,workers_certified,employer_name,employer_city,employer_state,worksite_city,worksite_state,wage_from,wage_to,wage_per,employment_begin_date,employment_end_date,received_date,decision_date,noa_issued_date,nature_of_need
H-400-26001-522738,disclosure_fy2026_q2,Withdrawn,35-2021.00,Food Preparation Workers,Food Prep Worker,18.0,,Four Ladies Inc.,Friday Harbor,WA,Friday Harbor,WA,18.82,23.0,Hour,2026-04-01,2026-10-31,2026-01-01,2026-01-01,,Peakload
H-400-26002-529898,seasonaljobs_feed,NOA Issued,47-2051.00,Cement Masons and Concrete Finishers,Concrete Finishers,10,,"McPherson Concrete Storage Systems, Inc.",McPherson,KS,Amarillo,TX,21.7,,Hour,2026-04-01,2026-12-31,2026-01-02,,2026-04-17,Seasonal
H-400-26002-530940,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,HOUSEKEEPER,4,,Tripp Eleven LLC,Winner,SD,Winner,SD,14.35,14.35,Hour,2026-04-01,2026-12-15,2026-01-02,,2026-04-17,Peakload
H-400-26001-523995,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",COOK,7,,Hound Ears Club Inc,Boone,NC,Boone,NC,19.0,24.0,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-17,Seasonal
H-400-26001-522495,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,8,,"Pennsylvania Landscape Management, LLC",Phoenixville,PA,Phoenixville,PA,19.86,,Hour,2026-04-01,2026-12-15,2026-01-01,,2026-04-17,Seasonal
H-400-26002-528912,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,10,,"Acorn Vacation Properties, Inc.",Oakhurst,CA,Oakhurst,CA,19.34,,Hour,2026-04-01,2026-11-01,2026-01-02,,2026-04-17,Peakload
H-400-26004-532513,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Line Cook,8,,CS Grand Canyon LLC,Williams,AZ,Williams,AZ,18.54,,Hour,2026-04-01,2026-10-31,2026-01-04,,2026-04-17,Seasonal
H-400-26001-525329,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Pool Construction Laborer,10,,"Aloha Pools & Spas of Union City and Jonesboro, LLC",Union City,TN,Union City,TN,19.84,21.84,Hour,2026-04-01,2026-09-30,2026-01-01,,2026-04-17,Peakload
H-400-26001-524443,seasonaljobs_feed,NOA Issued,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Swimming Pool Servicer,6,,"MS Home Pool Services, Inc.",Alexandria,VA,Alexandria,VA,18.52,,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-17,Peakload
H-400-26001-520800,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Pool Construction Helper,9,,"Majestic Equipment, LLC",Hudson,NY,Hudson,NY,28.32,,Hour,2026-04-01,2026-09-30,2026-01-01,,2026-04-17,Seasonal
H-400-26002-530549,seasonaljobs_feed,NOA Issued,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Pool Attendant,4,,Integrity Pool And Spa Repair LLC,Memphis,TN,Memphis,TN,16.0,,Hour,2026-04-01,2026-10-30,2026-01-02,,2026-04-17,Seasonal
H-400-26001-527220,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,5,,PRO TURF LAWN MAINTENANCE LLC,WENTZVILLE,MO,WENTZVILLE,MO,19.8,21.8,Hour,2026-04-01,2026-12-01,2026-01-01,,2026-04-17,Seasonal
H-400-26002-529061,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Excavation Laborer,16,,"Diversified Underground Services, Inc.",Lake Mary,FL,Lake Mary,FL,21.66,,Hour,2026-04-01,2026-11-30,2026-01-02,,2026-04-17,Peakload
H-400-26001-522151,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,8,,Hritsko Landscaping LLC,Washington,PA,Canonsburg,PA,18.69,,Hour,2026-04-01,2026-12-15,2026-01-01,,2026-04-17,Seasonal
H-400-26002-529032,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Groundskeeper,20,,"The New York Racing Association, Inc.",Jamaica,NY,Elmont,NY,21.91,,Hour,2026-04-01,2026-11-30,2026-01-02,,2026-04-17,Seasonal
H-400-26001-524051,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,HOUSEKEEPERS,12,,OAKMONT COUNTRY CLUB,OAKMONT,PA,OAKMONT,PA,17.0,19.0,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-17,Seasonal
H-400-26001-520728,seasonaljobs_feed,NOA Issued,35-9021.00,Dishwashers,DISHWASHER,4,,LEMON PRESS MARKET LLC,NANTUCKET,MA,NANTUCKET,MA,18.47,18.47,Hour,2026-04-01,2026-12-15,2026-01-01,,2026-04-17,Seasonal
H-400-26002-528827,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Cook,10,,Hyatt Corporation,Isle of Palms,SC,Isle of Palms,SC,17.47,,Hour,2026-04-01,2026-12-01,2026-01-02,,2026-04-17,Peakload
H-400-26001-521841,seasonaljobs_feed,NOA Issued,35-2011.00,"Cooks, Fast Food",Cooks,4,,C&E enterprises,Chamberlin,SD,Chamberlain,SD,16.0,16.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-17,Seasonal
H-400-26001-523461,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPING",4,,"Pristine Landscaping, LLC",Bessemer,AL,BESSEMER,AL,17.02,17.02,Hour,2026-04-01,2026-12-15,2026-01-01,,2026-04-17,Seasonal
H-400-26001-523220,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,3,,"Menefee Landscape, LLC",New Ulm,TX,New Ulm,TX,17.42,25.0,Hour,2026-04-01,2026-12-15,2026-01-01,,2026-04-16,Peakload
H-400-26001-522888,seasonaljobs_feed,NOA Issued,35-2021.00,Food Preparation Workers,Food Prep Worker,5,,"Panza Group, LLC",Saratoga Springs ,NY,Saratoga Springs,NY,17.26,,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-16,Peakload
H-400-26001-522710,seasonaljobs_feed,NOA Issued,35-2015.00,"Cooks, Short Order",Carnival Worker,2,,M & A McKinney Food Service,Diana,TX,Diana,TX,12.51,17.97,Hour,2026-04-01,2026-11-20,2026-01-01,,2026-04-16,Seasonal
H-400-26003-531650,seasonaljobs_feed,NOA Issued,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Seafood Processor,14,,"Bevans Oyster Company, Inc.",Kinsale,VA,Kinsale,VA,15.58,15.58,Hour,2026-04-01,2026-12-31,2026-01-03,,2026-04-16,Seasonal
H-400-26004-532556,seasonaljobs_feed,NOA Issued,53-7064.00,"Packers and Packagers, Hand",laborer,22,,"Apache Stone Quarry, LLC",Salado,TX,Salado,TX,15.38,15.38,Hour,2026-04-01,2026-11-20,2026-01-04,,2026-04-16,Peakload
H-400-26001-522616,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Crew Member,32,,Southern Horticulture Group LLC,Charlotte,NC,Ft Mill,SC,18.72,18.72,Hour,2026-04-01,2026-12-05,2026-01-01,,2026-04-16,Peakload
H-400-26003-531262,seasonaljobs_feed,NOA Issued,47-3016.00,Helpers--Roofers,Roofer Helper,6,,"Porter Roofing Contractors, Inc.",Tampa,FL,Tampa,FL,18.14,18.14,Hour,2026-04-01,2026-11-30,2026-01-03,,2026-04-16,Peakload
H-400-26001-524388,seasonaljobs_feed,NOA Issued,35-3031.00,Waiters and Waitresses,Server,5,,"Castle Hill, Inc.",Newport,RI,Newport,RI,20.77,,Hour,2026-04-01,2026-10-26,2026-01-01,,2026-04-16,Peakload
H-400-26001-521191,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Line Cook,20,,"Icy Strait Point, LLC",Hoonah,AK,Hoonah,AK,19.25,,Hour,2026-04-01,2026-10-04,2026-01-01,,2026-04-16,Seasonal
H-400-26001-526467,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,MAIDS AND HOUSEKEEPING CLEANERS,5,,NEW YORK YACHT CLUB,NEWPORT,RI,NEWPORT,RI,17.71,17.71,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-16,Peakload
H-400-26001-523629,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,HELPER-CONSTRUCTION TRADES,10,,"DOC'S LANDSCAPING & LAWN SERVICE , LLC.",LEXINGTON,TN,LEXINGTON,TN,20.09,20.09,Hour,2026-04-01,2026-12-15,2026-01-01,,2026-04-16,Peakload
H-400-26001-526314,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant","COOKS, RESTAURANT",7,,"TPJ RESTAURANT GROUP, LLC",CHATHAM,MA,CHATHAM,MA,21.52,21.52,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-16,Peakload
H-400-26001-522715,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Worker,6,,"Gary Murphy Excavating, LLC",Owensboro,KY,Owensboro,KY,16.65,,Hour,2026-04-01,2026-12-01,2026-01-01,,2026-04-16,Seasonal
H-400-26001-524361,seasonaljobs_feed,NOA Issued,35-3031.00,Waiters and Waitresses,Food & Beverage Server,23,,"Old Edwards Hospitality Group, LLC",Highlands,NC,Highlands,NC,14.39,,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-16,Peakload
H-400-26001-523021,seasonaljobs_feed,NOA Issued,47-2051.00,Cement Masons and Concrete Finishers,Concrete Finisher,7,,Genuine Builders Inc.,Arlington,SD,Lewistown,MT,27.01,,Hour,2026-04-01,2026-07-01,2026-01-01,,2026-04-16,Seasonal
H-400-26001-522606,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,30,,"(BVL4607) Brightview Landscapes, LLC. - Greenville",Blue Bell,PA,Greer,SC,18.07,,Hour,2026-04-01,2026-11-06,2026-01-01,,2026-04-16,Seasonal
H-400-26002-528910,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,4,,Sottesey Landscaping Corp,Easthampton,NY,Easthampton,NY,21.91,21.91,Hour,2026-04-01,2026-11-30,2026-01-02,,2026-04-16,Seasonal
H-400-26002-528552,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Cook,10,,"Schulte Boutique and Lifestyle, LLC",Louisville,KY,Mackinac Island,MI,15.96,15.96,Hour,2026-04-01,2026-11-03,2026-01-02,,2026-04-16,Seasonal
H-400-26001-521414,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,5,,"NN Landscaping, Inc.",Garden Prairie,IL,Garden Prairie,IL,21.26,,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-16,Peakload
H-400-26001-521497,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape laborer,4,,"Breezewood Garden Center, Inc",Chagrin Falls,OH,Chagrin Falls,OH,18.91,,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-16,Seasonal
H-400-26001-526676,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING WORKER,6,,"CREATIVE VISIONS LANDSCAPE & DESIGN, INC.",WATERTOWN,SD,WATERTOWN,SD,17.48,17.48,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-16,Seasonal
H-400-26001-522915,seasonaljobs_feed,NOA Issued,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Front Desk,5,,Radha Inc,St. Ignace,MI,St. Ignace,MI,15.6,15.6,Hour,2026-04-01,2026-10-20,2026-01-01,,2026-04-16,Seasonal
H-400-26002-529308,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Lawn Care Laborer,7,,Maple Leaf Lawns LLC,Hernando,MS,Hernando,MS,18.3,,Hour,2026-04-01,2026-11-30,2026-01-02,,2026-04-16,Seasonal
H-400-26002-530301,seasonaljobs_feed,NOA Issued,35-2011.00,"Cooks, Fast Food",Fast Food Cooks,25,,24 Seven Hospitality Service LLC ,Page,AZ,Page,AZ,15.21,15.21,Hour,2026-04-01,2026-11-30,2026-01-02,,2026-04-16,Peakload
H-400-26001-524228,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Construction Laborer,5,,"Miracle Landscapes, Inc.",Lincoln,NE,Lincoln,NE,21.86,21.86,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-16,Seasonal
H-400-26001-525093,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING LABORERS,10,,LEXINGTON COUNTRY CLUB,LENXINGTON,KY,LEXINGTON,KY,18.1,18.1,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-16,Seasonal
H-400-26003-531666,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6,,"Caves Road Construction Co., Inc.",Chagrin Falls,OH,Chagrin Falls,OH,18.91,18.91,Hour,2026-04-01,2026-11-30,2026-01-03,,2026-04-16,Peakload
H-400-26001-527327,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Cook,20,,"Tumulo Seafood House, Inc",Miramar Beach,FL,Miramar Beach,FL,17.69,17.69,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-16,Seasonal
H-400-26001-522226,seasonaljobs_feed,NOA Issued,35-2021.00,Food Preparation Workers,Food Preparation workers,18,,"La Perla Produce, Inc.",Benton Harbor,MI,Benton Harbor,MI,15.12,16.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-16,Peakload
H-400-26001-521080,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,18,,"SR Landscaping, LLC",Tampa,FL,Casselberry,FL,17.82,29.15,Hour,2026-04-01,2026-10-15,2026-01-01,,2026-04-16,Peakload
H-400-26001-525266,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Construction - General Labor Assistant,20,,Nurturing Seedz Globally llc,Oakland Park,FL,Philadelphia,PA,28.19,28.19,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-16,Seasonal
H-400-26003-531566,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,25,,"C&C Lawn & Landscaping, Inc.",Pacific,MO,Pacific,MO,19.8,19.8,Hour,2026-04-01,2026-11-30,2026-01-03,,2026-04-16,Peakload
H-400-26001-524320,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Room Attendant,24,,"Grand Geneva, LLC",Lake Geneva,WI,Lake Geneva,WI,16.2,21.95,Hour,2026-04-01,2027-01-03,2026-01-01,,2026-04-16,Peakload
H-400-26003-531439,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers ,15,,JYS Total Lawn Care Inc. ,Edmond,OK,Edmond ,OK,17.06,17.06,Hour,2026-04-01,2026-12-01,2026-01-03,,2026-04-16,Seasonal
H-400-26001-522022,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,20,,Sundown Gardens Inc.,Westfield,IN,Westfield,IN,18.81,18.81,Hour,2026-04-01,2026-12-15,2026-01-01,,2026-04-16,Seasonal
H-400-26001-523271,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,40,,"(BVLS3221) BrightView Landscape Services, Inc. – Riverside, CA",Blue Bell,PA,Riverside,CA,20.98,,Hour,2026-04-01,2026-11-13,2026-01-01,,2026-04-16,Peakload
H-400-26001-522628,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Worker,4,,"Cura, Inc.",St. Louis,MO,St. Louis,MO,19.8,25.0,Hour,2026-04-01,2026-11-01,2026-01-01,,2026-04-16,Seasonal
H-400-26003-531740,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper/Room Attendant,19,,Spruce One LLC,Boothbay Harbor,ME,Boothbay Harbor,ME,17.28,,Hour,2026-04-01,2026-10-31,2026-01-03,,2026-04-16,Seasonal
H-400-26001-522230,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Brush Clearer for Utility Right of Way,80,,"Cumberland Forestry Contractors, LLC",Graysville,TN,Graysville,TN,14.03,21.87,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-16,Seasonal
H-400-26001-523136,seasonaljobs_feed,NOA Issued,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Guest Services/Front of House,2,,"Great Works Properties, Inc",South Berwick,ME,South Berwick,ME,21.01,21.01,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-16,Peakload
H-400-26001-526216,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Qualified Grounds Keeper,10,,"Hillwood Alliance Group, LP",Roanoke,TX,Roanoke,TX,18.42,22.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-16,Peakload
H-400-26001-520969,seasonaljobs_feed,NOA Issued,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,CDL Truck Driver,7,,"Fontana Transport, Inc",Fontana,CA,Memphis,TN,29.58,,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-16,Peakload
H-400-26001-524536,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Construction Laborer,10,,"NLC, LLC",York,NE,York,NE,23.84,27.0,Hour,2026-04-01,2026-12-15,2026-01-01,,2026-04-16,Seasonal
H-400-26001-524386,seasonaljobs_feed,NOA Issued,35-3011.00,Bartenders,Bartender,5,,"Old Edwards Hospitality Group, LLC",Highlands,NC,Highlands,NC,16.77,,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-16,Peakload
H-400-26001-521568,seasonaljobs_feed,NOA Issued,45-4011.00,Forest and Conservation Workers,Forestry Worker,91,,"Mustang Forestry, LLC",Wendell,ID,Corinth,MS,16.73,25.18,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-16,Seasonal
H-400-26001-522302,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Construction Laborer,20,,JRock Construction LLC,Salt Lake City ,UT,Provo,UT,22.38,22.38,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-16,Peakload
H-400-26001-524282,seasonaljobs_feed,NOA Issued,35-9021.00,Dishwashers,Restaurant Dishwasher,4,,Steve and B Company,Provincetown,MA,Provincetown,MA,18.57,18.57,Hour,2026-04-01,2026-11-04,2026-01-01,,2026-04-16,Seasonal
H-400-26001-522354,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Groundsman,8,,"CMT Professional Services, LLC",Montgomery,AL,Montgomery,AL,16.5,,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-16,Peakload
H-400-26003-532064,seasonaljobs_feed,NOA Issued,47-3016.00,Helpers--Roofers,Roofing Helper,46,,"Port Enterprises, Ltd.",Manchaca,TX,Manchaca,TX,17.58,18.0,Hour,2026-04-01,2026-12-20,2026-01-03,,2026-04-16,Peakload
H-400-26003-531545,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Cooks,46,,Successs International LLC,Foley,AL,Orange Beach,AL,15.55,18.0,Hour,2026-04-01,2026-10-15,2026-01-03,,2026-04-16,Seasonal
H-400-26002-529031,seasonaljobs_feed,NOA Issued,35-2021.00,Food Preparation Workers,Steward,9,,"Salinity, LLC",Bar Harbor,ME,Bar Harbor,ME,16.51,16.51,Hour,2026-04-01,2026-11-05,2026-01-02,,2026-04-16,Seasonal
H-400-26001-527364,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,MAID AND HOUSEKEEPING CLEANER,30,,SYNERGY ESSENTIAL LLC,NEWPORT NEWS,VA,WILLIAMSBURG,VA,15.26,15.26,Hour,2026-04-01,2027-01-01,2026-01-01,,2026-04-16,Seasonal
H-400-26001-527081,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,8,,Lexcut Lawn and Landscaping LLC (LEX126),Lexington,KY,Lexington,KY,18.1,18.1,Hour,2026-04-01,2026-11-16,2026-01-01,,2026-04-16,Peakload
H-400-26002-530810,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Kitchen Helper,6,,"Cascade Hospitality, LLC",Lutsen,Minnesota,Lutsen,MN,17.59,17.59,Hour,2026-04-01,2026-11-30,2026-01-02,,2026-04-16,Peakload
H-400-26003-531847,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",LINE COOK,6,,CATAMOUNT HOSPITALITY LLC,BURLINGTON,VT,BURLINGTON,VT,21.83,,Hour,2026-04-01,2026-11-01,2026-01-03,,2026-04-16,Peakload
H-400-26001-525570,seasonaljobs_feed,NOA Issued,35-2015.00,"Cooks, Short Order",SHORT ORDER COOKS,31,,"RIDGE, LLC",NANTUCKET,MA,NANTUCKET,MA,19.9,19.9,Hour,2026-04-01,2026-12-10,2026-01-01,,2026-04-16,Peakload
H-400-26001-526361,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,13,,"#1 All Seasons Lawn Service, LLC",Sulphur,LA,Sulphur,LA,15.53,15.53,Hour,2026-04-01,2026-12-01,2026-01-01,,2026-04-16,Peakload
H-400-26001-524188,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,10,,USA BAYSHORE MANAGEMENT CORP.,Traverse City,MI,Traverse City,MI,17.0,20.0,Hour,2026-04-01,2026-11-15,2026-01-01,,2026-04-16,Peakload
H-400-26002-528986,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping Workers,7,,"Ponderosa Nurseries, Inc. ",Eastham,MA,Eastham,MA,23.71,23.71,Hour,2026-04-01,2026-11-30,2026-01-02,,2026-04-16,Peakload
H-400-26001-524138,seasonaljobs_feed,NOA Issued,35-2014.00,"Cooks, Restaurant",Preparation Cook,4,,Steve and B Company,Provincetown,MA,Provincetown,MA,21.52,21.52,Hour,2026-04-01,2026-11-04,2026-01-01,,2026-04-16,Seasonal
H-400-26001-522037,seasonaljobs_feed,NOA Issued,47-2061.00,Construction Laborers,Construction Laborers (LG-AN),75,,Mariani Enterprises (1754),Driggs,ID,Driggs,ID,22.17,29.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-16,Seasonal
H-400-26001-522237,seasonaljobs_feed,NOA Issued,45-4011.00,Forest and Conservation Workers,Forestry Worker,32,,"Sunset Forestry, Inc.",Central Point,OR,Central Point,OR,19.83,23.26,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-16,Peakload
H-400-26001-526892,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,3,,"SavATree, LLC",Bedford Hills,NY,Pineville,NC,18.72,,Hour,2026-04-01,2026-12-01,2026-01-01,,2026-04-16,Seasonal
H-400-26001-525360,seasonaljobs_feed,NOA Issued,47-2051.00,Cement Masons and Concrete Finishers,Concrete Finisher,7,,"Three Brothers Concrete, Inc.",Thornton,CO,Thornton,CO,29.63,35.0,Hour,2026-04-01,2026-12-23,2026-01-01,,2026-04-16,Peakload
H-400-26003-531255,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,45,,"Avista Rental, LLC",North Myrtle Beach,SC,North Myrtle Beach,SC,14.06,,Hour,2026-04-01,2026-11-01,2026-01-03,,2026-04-16,Peakload
H-400-26001-526282,seasonaljobs_feed,NOA Issued,47-2051.00,Cement Masons and Concrete Finishers,Concrete Finishers (AD),15,,Roberts Concrete Inc. (1745),Victor,ID,Victor,ID,28.02,40.0,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-16,Seasonal
H-400-26001-527473,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Crew Member,4,,Mayer Environmental Inc.,Suwanee,GA,Cummings,GA,18.84,,Hour,2026-04-01,2026-12-15,2026-01-01,,2026-04-16,Peakload
H-400-26001-524268,seasonaljobs_feed,NOA Issued,39-3091.00,Amusement and Recreation Attendants,Amusement & Recreation Attendant – Traveling Carnival,19,,Boguey Concessions LLC,Thermal,CA,Thermal,CA,13.3,20.42,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-16,Seasonal
H-400-26001-526270,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,IRRIGATION WORKER,20,,GORE RANGE LANDSCAPING LLC,Avon,CO,Avon,CO,23.78,23.78,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-16,Seasonal
H-400-26001-523564,seasonaljobs_feed,NOA Issued,39-2021.00,Animal Caretakers,Thoroughbred Horse Groom,40,,"Todd A. Pletcher Racing Stables, Inc. - Saratoga",Delray Beach,FL,Saratoga Springs,NY,18.1,,Hour,2026-04-01,2026-11-25,2026-01-01,,2026-04-16,Seasonal
H-400-26001-524570,seasonaljobs_feed,NOA Issued,35-3031.00,Waiters and Waitresses,Waitstaff,5,,"ETOC Company, Inc.",Nisswa,MN,Nisswa,MN,12.87,,Hour,2026-04-01,2026-10-31,2026-01-01,,2026-04-15,Peakload
H-400-26001-522526,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,Groundskeeper,30,,"Team Right of Way, Inc.",Smyrna,GA,Columbia,SC,18.72,,Hour,2026-04-01,2026-12-31,2026-01-01,,2026-04-15,Seasonal
H-400-26001-524740,seasonaljobs_feed,NOA Issued,47-3016.00,Helpers--Roofers,Roofer - Helper,19,,McKinnis Inc.,Blair,NE,Omaha,NE,20.23,22.0,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Peakload
H-400-26004-532415,seasonaljobs_feed,NOA Issued,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,DINING ROOM SUPERVISOR,2,,Trillium Links and Village LLC,Cashiers,NC,Cashiers,NC,20.84,,Hour,2026-04-01,2026-10-31,2026-01-04,,2026-04-15,Seasonal
H-400-26001-521279,seasonaljobs_feed,NOA Issued,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,86,,"Mackinaw Seasonal Resorts, Inc.",Mackinaw City,MI,Mackinaw City,MI,15.48,18.95,Hour,2026-04-01,2026-11-08,2026-01-01,,2026-04-15,Peakload
H-400-26002-530988,seasonaljobs_feed,NOA Issued,35-9021.00,Dishwashers,DISHWASHERS,2,,SQUIRES GOLF CLUB INC,AMBLER,PA,AMBLER,PA,18.0,,Hour,2026-04-01,2026-11-01,2026-01-02,,2026-04-15,Seasonal
H-400-26001-522509,seasonaljobs_feed,NOA Issued,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,8,,"Horticultural Impressions, LLC",PLATTE CITY,MO,PLATTE CITY,MO,20.15,,Hour,2026-04-01,2026-11-30,2026-01-01,,2026-04-15,Peakload
